mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
VIVO4-FEC-JUL25-F3-k141_44760	8882	395	44.471965773474444	12.952999739846925	VIVO4-FEC-JUL25-F3-bin_7	6303765	518003	82.17358991015686	37313	0.0018996854891025715	60	0.0010716191525799593	0.5641034575076961	0.1576297172121709	0.006798332012088502	3.5786618632856406
VIVO4-FEC-JUL25-F3-k141_16368	26426	28721	1086.846287746916	680.6210323576169	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	7290	0.015316928262595725	0.4867371242284788	0.28810096573138394	0.0531651402962555	1.6894671734016222
VIVO4-FEC-JUL25-F3-k141_29661	5873	5855	996.9351268516942	31.209428070371995	VIVO4-FEC-JUL25-F3-bin_7	6303765	518003	82.17358991015686	37313	0.0018996854891025715	53	0.0014315807639491613	0.7535883029908561	0.37979876630063636	0.003769313886649038	1.98417785905692
VIVO4-FEC-JUL25-F3-k141_6958	33519	9131	272.412661475581	229.02493271897998	VIVO4-FEC-JUL25-F3-bin_6	6395999	1527433	238.8107002518293	436368	0.021550026680538382	5590	0.0260742825407316	1.2099420073701823	0.959022910101892	0.02718838337027978	1.261640357727879
VIVO4-FEC-JUL25-F3-k141_16009	8901	1132	127.17672171666105	16.34662232861967	VIVO4-FEC-JUL25-F3-bin_10	5679248	808980	142.4449152422997	23957	0.00149985242110078	50	0.0009891003818774777	0.6594651366776151	0.11475749977325596	0.008619047851615758	5.7465972854116
VIVO4-FEC-JUL25-F3-k141_23826	8017	1961	244.60521392041912	195.9671561994392	VIVO4-FEC-JUL25-F3-bin_4	6865937	1363707	198.61921249787173	400975	0.01715173210722252	1108	0.020129271734925003	1.173599937842351	0.986647533916383	0.020401684535737086	1.1894824620742548
VIVO4-FEC-JUL25-F3-k141_47660	6685	250	37.397157816005986	22.992326657248125	VIVO4-FEC-JUL25-F3-bin_31	2647488	99810	37.699887591558486	13512	0.0038700267798679527	83	0.004689674285554453	1.211793755523952	0.6098778570999351	0.007689530339492222	1.9869449946686395
VIVO4-FEC-JUL25-F3-k141_37446	5895	16578	2812.2137404580153	2628.1926798559566	VIVO4-FEC-JUL25-F3-bin_22	3482799	12148769	3488.2199633111186	3801662	0.638813207186778	12154	0.5919799688200877	0.9266871162965843	0.7534480931532771	0.7856944283216319	1.2299282786930676
VIVO4-FEC-JUL25-F3-k141_50893	40310	6727	166.881667080129	147.28238001331465	VIVO4-FEC-JUL25-F3-bin_6	6395999	1527433	238.8107002518293	436368	0.021550026680538382	4351	0.016875937098295837	0.7831051603075894	0.6167327504923492	0.02736345213518086	1.269764188268617
VIVO4-FEC-JUL25-F3-k141_15201	15827	32939	2081.190370885196	1115.3035201349967	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	8069	0.02830718568762818	0.8995379439260194	0.47209828371227036	0.05996036559387399	1.905403969810364
VIVO4-FEC-JUL25-F3-k141_17444	5812	86	14.796971782518927	7.00909189698265	VIVO4-FEC-JUL25-F3-bin_42	812494	10699	13.168097241333474	727	0.002224150524851241	9	0.0019058852161637479	0.856904779990653	0.5322782607483897	0.0035806181779508527	1.6098812278860206
VIVO4-FEC-JUL25-F3-k141_60781	11607	6421	553.2006547772895	272.755514988312	VIVO4-FEC-JUL25-F3-bin_19	3766283	1860864	494.0850169782781	239541	0.034337682142549036	1809	0.04138144316244024	1.2051321050340502	0.5520416641177026	0.07496072461954097	2.183045562258685
VIVO4-FEC-JUL25-F3-k141_25088	5616	317	56.445868945868945	19.151276963776965	VIVO4-FEC-JUL25-F3-bin_32	2447541	182383	74.5168313830085	14767	0.004941998725968478	57	0.004146844792210896	0.8391027643169301	0.25700605632761625	0.0161352026153218	3.2649143615794447
VIVO4-FEC-JUL25-F3-k141_39995	9403	3369	358.28990747633736	250.88264377792478	VIVO4-FEC-JUL25-F3-bin_19	3766283	1860864	494.0850169782781	239541	0.034337682142549036	1259	0.035550551635228606	1.0353218218878164	0.5077722156244916	0.07001279420439774	2.03894933600199
VIVO4-FEC-JUL25-F3-k141_40144	8966	709	79.07651126477805	25.892308998201663	VIVO4-FEC-JUL25-F3-bin_32	2447541	182383	74.5168313830085	14767	0.004941998725968478	111	0.0050581798670009896	1.0235089378760907	0.3474692699306816	0.014557200606574708	2.9456099472631796
VIVO4-FEC-JUL25-F3-k141_10422	20843	2490	119.46456844024372	99.8076783083032	VIVO4-FEC-JUL25-F3-bin_14	4952011	808214	163.209249737127	216701	0.01786697442417031	1376	0.013331425948220885	0.7461490474954858	0.6115319963118416	0.021800046487547516	1.220130838607827
VIVO4-FEC-JUL25-F3-k141_24891	9521	203	21.321289780485245	5.562075594909194	VIVO4-FEC-JUL25-F3-bin_37	1740311	46692	26.829687337493127	2662	0.0017704901412033142	24	0.0014484443409067192	0.818103590185644	0.20731048874865105	0.006986835782645098	3.9462720633374966
VIVO4-FEC-JUL25-F3-k141_24891	9521	203	21.321289780485245	3.7080503966061293	VIVO4-FEC-JUL25-F3-bin_52	151550	3081	20.329924117452986	48	0.004412948599402303	16	0.011088721519268508	2.5127692447563024	0.18239371554873707	0.0607955240448266	13.776621838074625
VIVO4-FEC-JUL25-F3-k141_8272	11437	671	58.66923144181166	10.683594614403976	VIVO4-FEC-JUL25-F3-bin_38	1721028	108590	63.09601005910421	6696	0.004538069854409682	59	0.0029974500485155987	0.6605120997868621	0.16932282412780594	0.01770257532589407	3.9009041054518634
VIVO4-FEC-JUL25-F3-k141_48489	6394	99	15.483265561463872	9.584878680906208	VIVO4-FEC-JUL25-F3-bin_42	812494	10699	13.168097241333474	727	0.002224150524851241	13	0.00250236442832635	1.1250877134288009	0.7278863836773726	0.003437850308016608	1.545691386263771
VIVO4-FEC-JUL25-F3-k141_32966	6913	2453	354.83870967741933	250.89922923208678	VIVO4-FEC-JUL25-F3-bin_39	1684665	574278	340.88557665767377	70600	0.04986074098247302	799	0.06860672196924009	1.3759667549536945	0.736021839621705	0.09321288890626134	1.8694645741231042
VIVO4-FEC-JUL25-F3-k141_55459	5511	1933	350.7530393757939	253.26276861273334	VIVO4-FEC-JUL25-F3-bin_26	3215356	1595457	496.199176700807	271591	0.05270800551524385	717	0.04046314918305379	0.7676850753032443	0.5104054591477951	0.07927648197692398	1.504069091629661
VIVO4-FEC-JUL25-F3-k141_14447	19526	2603	133.30943357574517	99.96058752326992	VIVO4-FEC-JUL25-F3-bin_14	4952011	808214	163.209249737127	216701	0.01786697442417031	1163	0.012027762087122026	0.6731840434523126	0.6124688869305597	0.019638160147856958	1.0991318217420516
VIVO4-FEC-JUL25-F3-k141_52917	58640	333066	5679.843110504775	5383.66774820859	VIVO4-FEC-JUL25-F3-bin_5	6465386	32170663	4975.830213385558	9440950	0.45610866811758793	214583	0.5659875688293773	1.2409050921248044	1.0819637160701148	0.5231114134632399	1.1469008375179095
VIVO4-FEC-JUL25-F3-k141_56302	32977	6777	205.50686842344663	165.77123897160806	VIVO4-FEC-JUL25-F3-bin_25	3322505	728165	219.16144595719194	156288	0.028508858186818094	3083	0.028138227543440295	0.9869994567671191	0.7563886898427727	0.037200751308549135	1.3048839439578115
VIVO4-FEC-JUL25-F3-k141_25980	10549	7828	742.06085884918	453.73301159307925	VIVO4-FEC-JUL25-F3-bin_34	2390342	2069210	865.6543707971496	254823	0.09086009966291479	1805	0.07158233675213711	0.7878302689266581	0.5241503155298033	0.13656833666079693	1.5030617087968954
VIVO4-FEC-JUL25-F3-k141_58797	5719	131	22.90610246546599	4.772104680305415	VIVO4-FEC-JUL25-F3-bin_40	1657624	23387	14.10874842545716	1907	0.0014001805059417698	15	0.0015822865500064317	1.1300589768903948	0.3382372791972713	0.0046780371275503	3.341024323434516
VIVO4-FEC-JUL25-F3-k141_14246	8718	5071	581.6701078228951	506.2902384839721	VIVO4-FEC-JUL25-F3-bin_23	3429490	2578590	751.8873068590374	684607	0.11687660747904978	3009	0.10064119438103776	0.861089285117022	0.6733592040527565	0.1494613777836661	1.2787963392114814
VIVO4-FEC-JUL25-F3-k141_48699	10190	987	96.85966633954858	51.72886812684339	VIVO4-FEC-JUL25-F3-bin_7	6303765	518003	82.17358991015686	37313	0.0018996854891025715	196	0.0030512786676319572	1.6062020187738597	0.6295072198184392	0.004847090822106852	2.551522791489375
VIVO4-FEC-JUL25-F3-k141_35829	26615	246712	9269.659966184483	8326.71555959058	VIVO4-FEC-JUL25-F3-bin_5	6465386	32170663	4975.830213385558	9440950	0.45610866811758793	103026	0.5987229554569208	1.3126761171365546	1.6734324127842535	0.3577813784906716	0.7844213528483811
VIVO4-FEC-JUL25-F3-k141_43431	5509	8486	1540.3884552550371	1303.323101068851	VIVO4-FEC-JUL25-F3-bin_23	3429490	2578590	751.8873068590374	684607	0.11687660747904978	4860	0.25723730801324424	2.2009306529482746	1.7334021856458814	0.14840024441148103	1.269717248065075
VIVO4-FEC-JUL25-F3-k141_9827	9598	1982	206.5013544488435	150.61868206797152	VIVO4-FEC-JUL25-F3-bin_25	3322505	728165	219.16144595719194	156288	0.028508858186818094	911	0.02856748369625091	1.0020563962628262	0.6872499011408756	0.04156782510819891	1.4580669922241576
VIVO4-FEC-JUL25-F3-k141_59216	9543	501	52.4992140836215	41.39722974335746	VIVO4-FEC-JUL25-F3-bin_14	4952011	808214	163.209249737127	216701	0.01786697442417031	220	0.004655390931600977	0.26055843709627735	0.25364512005314593	0.01835395425950059	1.027255864578364
VIVO4-FEC-JUL25-F3-k141_2805	7913	5166	652.8497409326425	505.0827751800834	VIVO4-FEC-JUL25-F3-bin_21	3731382	2477999	664.0968413311743	558107	0.08185060490909385	2379	0.08057189240762912	0.9843774825746869	0.7605559065266007	0.10593815880754204	1.2942868159032015
VIVO4-FEC-JUL25-F3-k141_49102	19367	599	30.928899674704393	14.303455104818248	VIVO4-FEC-JUL25-F3-bin_31	2647488	99810	37.699887591558486	13512	0.0038700267798679527	154	0.003003477397109761	0.7760869802591498	0.3794031234199485	0.007916322274936344	2.0455471564479595
VIVO4-FEC-JUL25-F3-k141_18927	55891	2370	42.40396486017427	4.04224711751194	VIVO4-FEC-JUL25-F3-bin_40	1657624	23387	14.10874842545716	1907	0.0014001805059417698	102	0.0011009618382299498	0.7862999331571441	0.2865064281831194	0.003842712518569652	2.744440807640741
VIVO4-FEC-JUL25-F3-k141_31383	9393	1697	180.6664537421484	131.3937845397443	VIVO4-FEC-JUL25-F3-bin_25	3322505	728165	219.16144595719194	156288	0.028508858186818094	808	0.025890557087602302	0.9081583316294849	0.5995296479537235	0.04318478189689251	1.5147846895131092
VIVO4-FEC-JUL25-F3-k141_41594	23567	539	22.87096363559214	9.032373319853416	VIVO4-FEC-JUL25-F3-bin_3	7336359	220420	30.044876484370516	17624	0.0006605923635188548	109	0.0006304368944544781	0.9543508663894569	0.3006294043029965	0.002097056659897038	3.174509388401647
VIVO4-FEC-JUL25-F3-k141_12398	6055	925	152.766308835673	22.262426915751337	VIVO4-FEC-JUL25-F3-bin_29	2952513	138186	46.80284218900984	12470	0.0028695109628488064	29	0.0016221538137025085	0.5653067141768502	0.47566399548655963	0.003410293461549885	1.1884580702783578
VIVO4-FEC-JUL25-F3-k141_36917	5067	81	15.985790408525755	3.996447602131439	VIVO4-FEC-JUL25-F3-bin_37	1740311	46692	26.829687337493127	2662	0.0017704901412033142	8	0.0009072191678029652	0.512411307292778	0.1489561749959943	0.0060905106339321745	3.4400138651959717
VIVO4-FEC-JUL25-F3-k141_38918	5821	99	17.007387046899158	6.074066802463985	VIVO4-FEC-JUL25-F3-bin_37	1740311	46692	26.829687337493127	2662	0.0017704901412033142	10	0.000987132692676865	0.557547692418078	0.22639349933742184	0.004360251931110534	2.462737198947116
VIVO4-FEC-JUL25-F3-k141_26061	11562	50779	4391.887216744508	2347.8889286726408	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	11960	0.057434625719862804	1.8251417043124207	0.99384097114589	0.057790559442967196	1.8364524680523566
VIVO4-FEC-JUL25-F3-k141_24028	5781	353	61.06209998270195	22.05020277153126	VIVO4-FEC-JUL25-F3-bin_32	2447541	182383	74.5168313830085	14767	0.004941998725968478	65	0.004593888093629967	0.9295607604046292	0.29590902299905364	0.015524663787101411	3.1413734903501136
VIVO4-FEC-JUL25-F3-k141_59880	6037	241	39.9204903097565	21.84328715062148	VIVO4-FEC-JUL25-F3-bin_29	2952513	138186	46.80284218900984	12470	0.0028695109628488064	58	0.003253980898449127	1.1339844804839583	0.4667085614674633	0.006972190285555708	2.429748614249525
VIVO4-FEC-JUL25-F3-k141_10893	26245	45284	1725.4334158887407	891.3934081994087	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	11439	0.024200094593246815	0.7690239352454824	0.3773190799867961	0.06413694900902883	2.038126286304932
VIVO4-FEC-JUL25-F3-k141_3399	10474	443	42.295207179683025	12.365971590670037	VIVO4-FEC-JUL25-F3-bin_7	6303765	518003	82.17358991015686	37313	0.0018996854891025715	69	0.0010450486452355811	0.5501166646955183	0.15048596032119527	0.006944492649048742	3.655601250251894
VIVO4-FEC-JUL25-F3-k141_31629	10759	8670	805.8369736964402	615.6685107378988	VIVO4-FEC-JUL25-F3-bin_18	4206491	4330026	1029.3677081443893	934851	0.10677950550756485	4076	0.09006214862279643	0.8434403979930019	0.5981035793785937	0.1505795178760968	1.4101911894078674
VIVO4-FEC-JUL25-F3-k141_39299	25243	6063	240.1853979321	122.95671955557029	VIVO4-FEC-JUL25-F3-bin_9	5936409	646233	108.859244705006	72725	0.004182161173989325	1567	0.010456930325941305	2.500365215711315	1.1295018616817207	0.009258001850808755	2.2136884413705253
VIVO4-FEC-JUL25-F3-k141_19321	8868	4441	500.7893549842129	447.22638431132407	VIVO4-FEC-JUL25-F3-bin_23	3429490	2578590	751.8873068590374	684607	0.11687660747904978	2747	0.09032405658120916	0.7728155233920511	0.5948050728234588	0.15185488609310802	1.2992752730295334
VIVO4-FEC-JUL25-F3-k141_57131	7787	307	39.424682162578655	20.297856162911785	VIVO4-FEC-JUL25-F3-bin_32	2447541	182383	74.5168313830085	14767	0.004941998725968478	52	0.002728369546092188	0.5520781565069126	0.27239290488054957	0.010016301809654843	2.0267714269173474
VIVO4-FEC-JUL25-F3-k141_28806	7645	223	29.16939175931982	13.673152387181165	VIVO4-FEC-JUL25-F3-bin_45	592727	19478	32.861671562118815	562	0.0032235357185240072	15	0.0033102367704999926	1.0268962591224782	0.41608207182445484	0.007955730358640837	2.4680137133034803
VIVO4-FEC-JUL25-F3-k141_48463	15516	7252	467.3885021912864	301.84404685683023	VIVO4-FEC-JUL25-F3-bin_19	3766283	1860864	494.0850169782781	239541	0.034337682142549036	2281	0.03903305687354377	1.1367411670800147	0.6109151997825113	0.06389275776317191	1.8607184229246543
VIVO4-FEC-JUL25-F3-k141_39812	8550	5837	682.6900584795321	582.0645919320339	VIVO4-FEC-JUL25-F3-bin_18	4206491	4330026	1029.3677081443893	934851	0.10677950550756485	2979	0.08282938264495965	0.7757048719343579	0.5654583753956149	0.14648183889222482	1.37181604462335
VIVO4-FEC-JUL25-F3-k141_31963	19103	19490	1020.2585981259488	766.771928361422	VIVO4-FEC-JUL25-F3-bin_18	4206491	4330026	1029.3677081443893	934851	0.10677950550756485	9111	0.11338210271686909	1.0618339369331176	0.7448960388932921	0.15221198233960714	1.4254793709343747
VIVO4-FEC-JUL25-F3-k141_41599	13248	516	38.94927536231884	21.097524154589372	VIVO4-FEC-JUL25-F3-bin_31	2647488	99810	37.699887591558486	13512	0.0038700267798679527	143	0.004077103324209162	1.053507780726074	0.5596176939082809	0.007285515394867738	1.8825490905559892
VIVO4-FEC-JUL25-F3-k141_24346	14446	5457	377.7516267478887	259.75087171703075	VIVO4-FEC-JUL25-F3-bin_26	3215356	1595457	496.199176700807	271591	0.05270800551524385	2089	0.04497402583330813	0.8532674570716028	0.5234810614642608	0.08591337709048832	1.6299872524229937
VIVO4-FEC-JUL25-F3-k141_58248	7338	1114	151.81248296538567	46.866353642723226	VIVO4-FEC-JUL25-F3-bin_20	3763283	845237	224.6009667622658	82785	0.011704993007702265	163	0.005902595445140899	0.5042801342347493	0.2086649684474868	0.028287428834161795	2.4166976277173124
VIVO4-FEC-JUL25-F3-k141_24995	7246	2373	327.49102953353577	194.5264675775719	VIVO4-FEC-JUL25-F3-bin_26	3215356	1595457	496.199176700807	271591	0.05270800551524385	850	0.03648308302943615	0.6921734691494779	0.3920330317171514	0.09306124759343848	1.7655998682500695
VIVO4-FEC-JUL25-F3-k141_672	26530	1882	70.93856012061816	9.200516282310478	VIVO4-FEC-JUL25-F3-bin_12	5303603	377160	71.11392010299413	13740	0.0009843530208068442	107	0.0007604585026878298	0.7725465220439971	0.12937714963519648	0.0058778424538806695	5.971274867488882
VIVO4-FEC-JUL25-F3-k141_15177	29232	10184	348.3853311439518	197.47604765103114	VIVO4-FEC-JUL25-F3-bin_19	3766283	1860864	494.0850169782781	239541	0.034337682142549036	2396	0.02176282820382971	0.6337885042293703	0.3996802996754564	0.05445059018796099	1.585738663486821
VIVO4-FEC-JUL25-F3-k141_20980	53682	35742	665.8097686375321	503.30023151768853	VIVO4-FEC-JUL25-F3-bin_33	2416173	2416464	1000.1204383957605	407619	0.14438478887975495	13020	0.10038163603397694	0.6952369208197945	0.5032396221449142	0.19947085169114678	1.381522619098526
VIVO4-FEC-JUL25-F3-k141_33814	48522	178273	3674.0653724083922	1957.2547855556666	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	43151	0.04937734698760553	1.5690997217418516	0.8284889345069176	0.0595992836247027	1.8939296065260243
VIVO4-FEC-JUL25-F3-k141_23167	15554	495	31.824611032531823	17.82615669519824	VIVO4-FEC-JUL25-F3-bin_31	2647488	99810	37.699887591558486	13512	0.0038700267798679527	163	0.0039583255487883155	1.0228160614752582	0.47284376251534915	0.008371318102477503	2.1631163241622677
VIVO4-FEC-JUL25-F3-k141_51669	40875	4005	97.98165137614679	64.44596988896207	VIVO4-FEC-JUL25-F3-bin_28	3151394	298393	94.68603418042936	40496	0.00828508258801392	1301	0.01009989426183144	1.2190456950233688	0.6806280403101136	0.014839080472249777	1.7910600545753843
VIVO4-FEC-JUL25-F3-k141_23025	121714	410413	3371.9457087927435	3206.1496359462985	VIVO4-FEC-JUL25-F3-bin_5	6465386	32170663	4975.830213385558	9440950	0.45610866811758793	287284	0.36507025174492436	0.8004019157355868	0.6443446617855622	0.5665760475663252	1.2421953082028645
VIVO4-FEC-JUL25-F3-k141_10516	29482	13865	470.2869547520521	44.8289590889595	VIVO4-FEC-JUL25-F3-bin_17	4295555	1037363	241.4968496503944	89351	0.009797644570827905	1021	0.008062124790513594	0.8228635701399343	0.1856295813127858	0.04343125019998249	4.432825653759404
VIVO4-FEC-JUL25-F3-k141_56459	128982	2370	18.374656928873797	7.3011881836584624	VIVO4-FEC-JUL25-F3-bin_3	7336359	220420	30.044876484370516	17624	0.0006605923635188548	480	0.0005072610956718496	0.7678882222763861	0.2430094258319409	0.0020874132512977437	3.1599112653656407
VIVO4-FEC-JUL25-F3-k141_9244	35736	2201	61.59055294381017	24.339243668570685	VIVO4-FEC-JUL25-F3-bin_7	6303765	518003	82.17358991015686	37313	0.0018996854891025715	377	0.0016735372990271853	0.8809549310279668	0.29619301889063865	0.005650157810252423	2.974259603847165
VIVO4-FEC-JUL25-F3-k141_48133	50246	10680	212.55423317278988	113.23662956051913	VIVO4-FEC-JUL25-F3-bin_17	4295555	1037363	241.4968496503944	89351	0.009797644570827905	2644	0.01225012930052017	1.250313706724414	0.4688948519388447	0.026125535927440473	2.6665119089161706
VIVO4-FEC-JUL25-F3-k141_62438	29821	5352	179.4708426947453	147.34051280054538	VIVO4-FEC-JUL25-F3-bin_4	6865937	1363707	198.61921249787173	400975	0.01715173210722252	3210	0.015677724033527875	0.9140606870209951	0.7418240710330285	0.021134019029196278	1.2321798694778374
VIVO4-FEC-JUL25-F3-k141_19340	150788	364735	2418.8595909488818	1287.7830140103933	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	89722	0.033037543324209245	1.0498579449816032	0.5451073539466043	0.06060740711901205	1.9259654770396688
VIVO4-FEC-JUL25-F3-k141_60983	133175	1066118	8005.39140229022	5001.463181263911	VIVO4-FEC-JUL25-F3-bin_1	18010444	42548580	2362.439260242557	5082104	0.031468584375753964	238406	0.09939626296042904	3.15858704584793	2.11707588230243	0.0469497875779164	1.4919574079757607
VIVO4-FEC-JUL25-F3-k141_25865	33650	26862	798.2763744427934	608.494360850846	VIVO4-FEC-JUL25-F3-bin_21	3731382	2477999	664.0968413311743	558107	0.08185060490909385	11844	0.09432864977490467	1.1524490244106245	0.9162735356956767	0.10294813295386301	1.2577565317715222
VIVO4-FEC-JUL25-F3-k141_54282	34053	8555	251.22603001204004	177.14720263576072	VIVO4-FEC-JUL25-F3-bin_25	3322505	728165	219.16144595719194	156288	0.028508858186818094	3532	0.031217611627122624	1.0950144485813535	0.8082954639310158	0.03862153509472979	1.3547205167475838
VIVO4-FEC-JUN22-F2-k141_57040	30068	16145	536.949580949847	288.2100204933949	VIVO4-FEC-JUN22-F2-bin_12	5033802	2555464	507.6608098610156	341753	0.02721952761082112	4571	0.03020025087953468	1.109506796419515	0.5677216261233545	0.05319552662764474	1.9543148355924027
VIVO4-FEC-JUN22-F2-k141_12344	5837	9354	1602.5355490834334	572.0144661110198	VIVO4-FEC-JUN22-F2-bin_2	8425538	16076092	1908.0196421878343	1207952	0.03433392227521876	1406	0.028588935558318138	0.8326731600645817	0.2997948519309363	0.095361662730967	2.7774765133605577
VIVO4-FEC-JUN22-F2-k141_6585	9470	617	65.1531151003168	27.634602999205576	VIVO4-FEC-JUN22-F2-bin_23	3726270	228002	61.18772928424403	26285	0.003844171505500959	137	0.0038823641508570067	1.0099352084841673	0.45163635458394996	0.008596217092473575	2.2361689847012554
VIVO4-FEC-JUN22-F2-k141_65272	6623	362	54.658009965272534	30.621656185363527	VIVO4-FEC-JUN22-F2-bin_29	2986006	192640	64.51427090233577	21628	0.00487321269385905	93	0.004702594347040724	0.9649885286079696	0.47464934125536024	0.009907512637862778	2.033055657584507
VIVO4-FEC-JUN22-F2-k141_42315	23567	927	39.3346628760555	13.020501831657263	VIVO4-FEC-JUN22-F2-bin_5	6866345	363183	52.89320591959769	25480	0.0010891596841073948	143	0.0008837025635662887	0.8113618016356476	0.24616586582877142	0.0035898663715666266	3.295996375874535
VIVO4-FEC-JUN22-F2-k141_60599	7407	396	53.462940461725395	31.539288617708507	VIVO4-FEC-JUN22-F2-bin_23	3726270	228002	61.18772928424403	26285	0.003844171505500959	82	0.0029709626203921324	0.7728486141007819	0.5154512021715103	0.005763809663991393	1.4993632973303759
VIVO4-FEC-JUN22-F2-k141_39386	6651	75	11.276499774470004	5.054982657521037	VIVO4-FEC-JUN22-F2-bin_43	1460333	19456	13.322988660805446	1036	0.0009830150374349283	13	0.001338457252038725	1.3615837002161075	0.37941807099124525	0.0035276581543466044	3.5886105705479827
VIVO4-FEC-JUN22-F2-k141_22619	63474	9699	152.80272237451555	94.99065558984307	VIVO4-FEC-JUN22-F2-bin_6	6651716	830491	124.8536467882874	199746	0.009125297790931883	2974	0.0070438710724587015	0.7719058855765161	0.7608160276721224	0.00925831057215095	1.0145762674563066
VIVO4-FEC-JUN22-F2-k141_5029	13275	3279	247.00564971751413	116.97234889421938	VIVO4-FEC-JUN22-F2-bin_19	4289780	1682243	392.1513457566588	125026	0.013807760780513765	609	0.010694186232088653	0.7745054684884786	0.2982836860307604	0.03585240069410239	2.5965398201784593
VIVO4-FEC-JUN22-F2-k141_48336	10331	34078	3298.615816474688	1445.6072276958378	VIVO4-FEC-JUN22-F2-bin_2	8425538	16076092	1908.0196421878343	1207952	0.03433392227521876	4439	0.05099706026500606	1.4853257911000246	0.757647979995756	0.06730970267391424	1.9604431481601057
VIVO4-FEC-JUN22-F2-k141_4185	20087	698	34.748842534972866	6.062103370587167	VIVO4-FEC-JUN22-F2-bin_26	3291511	175575	53.341763099075166	6097	0.00115348794536367	56	0.000846988739676756	0.734284864511279	0.11364647545165733	0.007452837726032656	6.461131870505102
VIVO4-FEC-JUN22-F2-k141_37939	14968	2769	184.99465526456441	116.04678653364876	VIVO4-FEC-JUN22-F2-bin_22	3738466	691651	185.0093059559723	96448	0.01401857935135584	1126	0.02012246500463367	1.4354139959758105	0.6272483750696576	0.03208053747831394	2.288429995241365
VIVO4-FEC-JUN22-F2-k141_13399	6709	2761	411.5367416902668	101.95394866467731	VIVO4-FEC-JUN22-F2-bin_18	4588978	2011117	438.2494315727816	48835	0.0047248163187044116	274	0.0088997292638111	1.8836138091927959	0.23263908933957275	0.038255519693943474	8.096721039186026
VIVO4-FEC-JUN22-F2-k141_36589	9559	990	103.56731875719217	14.96871403912543	VIVO4-FEC-JUN22-F2-bin_26	3291511	175575	53.341763099075166	6097	0.00115348794536367	74	0.0023519275929707937	2.0389702401521683	0.2806190341200956	0.008381211917236687	7.2659726969181895
VIVO4-FEC-JUN22-F2-k141_34004	19104	11576	605.9463986599665	302.9270214303749	VIVO4-FEC-JUN22-F2-bin_12	5033802	2555464	507.6608098610156	341753	0.02721952761082112	3280	0.034107776248411714	1.2530627546545727	0.5967114568353395	0.057159579990808916	2.099947537961134
VIVO4-FEC-JUN22-F2-k141_59069	8686	172	19.801980198019802	8.10938236680811	VIVO4-FEC-JUN22-F2-bin_28	3114901	83384	26.769390102606792	7967	0.0016542327221366155	43	0.0015892945071143353	0.9607442083853802	0.30293489450917377	0.0052463236686198485	3.1714544141308423
VIVO4-FEC-JUN22-F2-k141_64071	5108	18922	3704.3852779953013	1120.1098341626775	VIVO4-FEC-JUN22-F2-bin_1	11905055	16176608	1358.8016183041573	1193614	0.016956619549470624	2178	0.03581587623975188	2.112206158501093	0.8243365470528529	0.04344812366720837	2.562310461731436
VIVO4-FEC-JUN22-F2-k141_5967	5915	2966	501.43702451394756	276.87903103427305	VIVO4-FEC-JUN22-F2-bin_33	2462894	2050933	832.7329556205017	240514	0.08032498394427033	852	0.05848427695621719	0.7280957192197353	0.3324943839024117	0.17589553324119464	2.1897985483972384
VIVO4-FEC-JUN22-F2-k141_24895	9005	1562	173.45918933925597	76.72233374620937	VIVO4-FEC-JUN22-F2-bin_32	2605621	705670	270.8260334100777	78432	0.023181578249802676	345	0.014703615323081705	0.6342801669772792	0.2832900987403911	0.05190303292793933	2.2389775350339285
VIVO4-FEC-JUN22-F2-k141_13444	5979	5694	952.3331660812845	215.90996521692338	VIVO4-FEC-JUN22-F2-bin_1	11905055	16176608	1358.8016183041573	1193614	0.016956619549470624	482	0.0067715342381637345	0.39934458742840273	0.15889734182565096	0.042615780480417066	2.5132238389902133
VIVO4-FEC-JUN22-F2-k141_13444	5979	5694	952.3331660812845	55.99324824090337	VIVO4-FEC-JUN22-F2-bin_18	4588978	2011117	438.2494315727816	48835	0.0047248163187044116	125	0.004555808745367658	0.9642298108674208	0.12776570648353341	0.035657524000423504	7.546859305252553
